dataset_id,header
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,﻿product_code
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,additional_address
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,address_type
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,brand
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,category
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,city
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,company_name
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,cond_long_label_unit
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,cond_short_label_unit
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,conditioning
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,consumption_sector
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,consumption_subsector
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,department
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,discount
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,district
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,gencod
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,geo_point
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,name
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,path_name
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,path_number
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,path_type
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,price
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,price_date
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,price_statement_type
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,product_family
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,product_subfamily
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,ridet
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,top_500
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,variety
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,zip_code
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,﻿product_code
production-metallurgique-depuis-1985,année
production-metallurgique-depuis-1985,mois
production-metallurgique-depuis-1985,tonnage brut
production-metallurgique-depuis-1985,tonnage cobalt contenu
production-metallurgique-depuis-1985,tonnage nickel contenu
production-metallurgique-depuis-1985,type
production-metallurgique-depuis-1985,﻿mois-année
production-miniere-depuis-1875,année
production-miniere-depuis-1875,minerai
production-miniere-depuis-1875,mois
production-miniere-depuis-1875,tonnage de nickel contenu
production-miniere-depuis-1875,tonnage humide
production-miniere-depuis-1875,﻿mois_année
programmation-fpc,code_rome
programmation-fpc,date de début prévue
programmation-fpc,date de fin prévue
programmation-fpc,date début effective
programmation-fpc,date fin effective
programmation-fpc,etat_action
programmation-fpc,etat_session
programmation-fpc,idaction
programmation-fpc,intitulé
programmation-fpc,libelle_rome
programmation-fpc,n° dfpc
programmation-fpc,organisme
programmation-fpc,type d'action
programmation-fpc,﻿idsession
recensement-de-la-population-2019-individus-nc,agea
recensement-de-la-population-2019-individus-nc,ager
recensement-de-la-population-2019-individus-nc,annins
recensement-de-la-population-2019-individus-nc,ape
recensement-de-la-population-2019-individus-nc,cnat
recensement-de-la-population-2019-individus-nc,couple
recensement-de-la-population-2019-individus-nc,cpaysn
recensement-de-la-population-2019-individus-nc,cpaysra
recensement-de-la-population-2019-individus-nc,cs24
recensement-de-la-population-2019-individus-nc,cs42
recensement-de-la-population-2019-individus-nc,cs8
recensement-de-la-population-2019-individus-nc,cssal
recensement-de-la-population-2019-individus-nc,dipl
recensement-de-la-population-2019-individus-nc,empl
recensement-de-la-population-2019-individus-nc,exer
recensement-de-la-population-2019-individus-nc,gad
recensement-de-la-population-2019-individus-nc,gaq
recensement-de-la-population-2019-individus-nc,genre
recensement-de-la-population-2019-individus-nc,idlog
recensement-de-la-population-2019-individus-nc,iln
recensement-de-la-population-2019-individus-nc,ira
recensement-de-la-population-2019-individus-nc,mine
